city,date,pm2_5,temperature_2m,relative_humidity_2m,wind_speed_10m,boundary_layer_height,pressure_msl
Beijing,2023-11-06,20.966666666666665,5.2250000000000005,30.333333333333332,20.974999999999998,1207.2854752083333,1016.9041666666667
Beijing,2023-11-07,101.05416666666667,5.175,52.291666666666664,4.033333333333333,266.78412304166665,1020.4250000000001
Beijing,2023-11-08,88.60416666666667,6.358333333333333,60.25,9.049999999999999,215.19189087499998,1017.0416666666666
Beijing,2023-11-09,26.1125,3.7083333333333335,26.208333333333332,22.129166666666666,1035.0618612083333,1028.3
Beijing,2023-11-10,51.40833333333333,0.029166666666666657,30.916666666666668,10.229166666666666,461.65787083333333,1036.2791666666667
Beijing,2023-11-11,58.270833333333336,-0.15,38.875,11.266666666666666,430.98353879166666,1036.4083333333333
Beijing,2023-11-12,40.9875,0.5583333333333333,32.25,13.529166666666667,607.7927175416667,1037.5166666666667
Beijing,2023-11-13,71.075,0.65,49.5,7.558333333333334,201.78337833333333,1034.0083333333334
Beijing,2023-11-14,90.17916666666667,2.1083333333333334,59.125,7.158333333333334,122.65103533333333,1026.7250000000001
Beijing,2023-11-15,143.38750000000002,2.408333333333333,67.95833333333333,5.879166666666666,63.41082062500001,1026.05
Beijing,2023-11-16,46.43333333333334,5.6625000000000005,35.5,17.775000000000002,766.2722337083333,1024.6875
Beijing,2023-11-17,30.09166666666667,2.8541666666666665,27.25,15.354166666666666,702.066561125,1026.0166666666667
Beijing,2023-11-18,114.46249999999999,1.5166666666666666,51.666666666666664,7.75,140.81136995833333,1022.1625
Beijing,2023-11-19,92.96666666666665,6.895833333333333,44.75,13.579166666666666,138.35681554166666,1020.1541666666667
Beijing,2023-11-20,170.01666666666668,4.716666666666667,68.125,5.904166666666666,144.90538891666668,1020.375
Beijing,2023-11-21,197.47500000000002,5.466666666666666,75.95833333333333,7.891666666666667,115.92950433333334,1015.3666666666667
Beijing,2023-11-22,108.87916666666666,7.991666666666667,52.5,12.633333333333333,461.2164059583333,1012.8708333333334
Beijing,2023-11-23,10.304166666666667,0.10416666666666667,23.875,25.808333333333334,1193.8318691666666,1027.0625
Beijing,2023-11-24,42.49583333333333,-4.6625000000000005,24.916666666666668,9.866666666666667,378.14370095833334,1036.375
Beijing,2023-11-25,124.1125,-3.8000000000000003,40.666666666666664,6.425,191.85660791666666,1032.1166666666666
Beijing,2023-11-26,202.03750000000002,-3.091666666666667,44.208333333333336,4.875,127.5790725,1023.2125
Beijing,2023-11-27,117.84166666666665,0.029166666666666664,41.458333333333336,9.354166666666666,424.0935861666667,1019.9583333333334
Beijing,2023-11-28,79.75,-1.991666666666667,35.083333333333336,10.529166666666667,289.83166129166665,1025.0708333333334
Beijing,2023-11-29,22.145833333333332,-2.6875,25.875,18.466666666666665,986.5189175,1034.075
Beijing,2023-11-30,48.15,-2.8000000000000003,28.333333333333332,11.558333333333332,498.73482683333333,1035.2583333333334
Beijing,2023-12-01,64.54166666666667,-2.704166666666667,33.958333333333336,10.012500000000001,241.8866275,1029.8666666666666
Beijing,2023-12-02,92.28333333333335,0.10833333333333338,34.833333333333336,8.920833333333333,182.07630095833335,1026.4041666666667
Beijing,2023-12-03,146.1625,-0.7333333333333334,46.833333333333336,5.620833333333334,109.469477875,1024.7416666666666
Beijing,2023-12-04,231.72916666666666,0.07500000000000005,46.958333333333336,6.841666666666666,58.488388500000006,1016.6458333333334
Beijing,2023-12-05,238.24166666666667,0.75,53.958333333333336,6.258333333333333,92.20221435416666,1014.0333333333333
Beijing,2023-12-06,71.55833333333334,4.595833333333333,32.416666666666664,13.733333333333334,363.1691257083333,1014.6125000000001
Beijing,2023-12-07,172.50833333333333,1.1500000000000001,59.583333333333336,5.8999999999999995,95.8143881875,1006.9958333333334
Beijing,2023-12-08,188.09166666666667,3.8708333333333336,56.958333333333336,6.016666666666667,50.14070720833333,1006.9291666666667
Beijing,2023-12-09,106.82083333333333,2.3916666666666666,51.208333333333336,8.054166666666667,163.59341208333333,1023.9541666666668
Beijing,2023-12-10,120.11250000000001,-0.6749999999999999,36.25,3.8958333333333335,225.6063172083333,1034.8416666666667
Beijing,2023-12-11,91.92916666666667,-2.920833333333333,70.125,3.9,291.07349270833333,1032.8374999999999
Beijing,2023-12-12,128.64583333333334,-3.8083333333333336,80.70833333333333,7.075,264.60563733333333,1030.0416666666667
Beijing,2023-12-13,96.92083333333333,-2.7083333333333335,78.04166666666667,7.020833333333333,270.4411158333333,1030.8666666666666
Beijing,2023-12-14,71.3625,-4.179166666666666,81.75,6.041666666666667,294.4034483333333,1031.5208333333333
Beijing,2023-12-15,35.07083333333333,-7.208333333333333,57.583333333333336,16.995833333333334,737.63243,1033.0166666666667
Beijing,2023-12-16,13.216666666666667,-10.620833333333334,34.958333333333336,16.0,1326.4178316666666,1037.8458333333333
Beijing,2023-12-17,94.05833333333334,-10.85,38.583333333333336,8.391666666666667,351.0403106666667,1038.4833333333333
Beijing,2023-12-18,193.25833333333333,-10.5875,56.041666666666664,4.6499999999999995,241.83904299999998,1034.4958333333334
Beijing,2023-12-19,77.16250000000001,-9.020833333333334,34.875,19.95,866.9424935000001,1037.1499999999999
Beijing,2023-12-20,14.816666666666668,-11.370833333333332,25.666666666666668,16.808333333333334,1199.2696191666666,1040.6875
Beijing,2023-12-21,22.333333333333332,-10.941666666666668,25.708333333333332,12.233333333333334,889.785503125,1042.0833333333333
Beijing,2023-12-22,101.75833333333333,-8.9625,31.958333333333332,6.954166666666667,186.7783935,1040.9624999999999
Beijing,2023-12-23,71.64999999999999,-7.7375,36.0,8.791666666666666,290.71619754166665,1037.4875
Beijing,2023-12-24,95.675,-6.920833333333333,40.583333333333336,7.4750000000000005,209.88651320833333,1033.7875
Beijing,2023-12-25,144.43333333333334,-6.4125000000000005,50.875,6.433333333333334,128.28616304166667,1029.1333333333334
Beijing,2023-12-26,157.03333333333333,-3.733333333333334,49.583333333333336,9.433333333333334,164.94307341666666,1031.6916666666666
Beijing,2023-12-27,217.24583333333337,-4.2124999999999995,60.291666666666664,6.058333333333334,184.47746027083335,1033.5041666666666
Beijing,2023-12-28,197.9958333333333,-4.05,62.833333333333336,5.583333333333333,97.96634841666666,1030.1
Beijing,2023-12-29,259.09166666666664,-3.4291666666666667,74.83333333333333,4.9750000000000005,94.38090466666667,1024.8166666666666
Beijing,2023-12-30,252.17916666666667,-2.4791666666666665,83.08333333333333,5.808333333333334,139.35474166666668,1018.0583333333334
