period,period_label,target_label,cities,mean_r2,median_r2,min_r2,max_r2,mean_rmse,mean_mae,mean_bias
pre_covid_2018_2019,疫情前,log1p(PM2.5),13,0.5736167767208501,0.5974641264862748,0.40039936032519763,0.702385572361985,28.292762658325504,18.375327972440566,1.2609680482431656
covid_2020_2022,疫情期,PM2.5 原值,13,0.5435322096098336,0.6013730897694405,0.1418429087007178,0.6644853987822616,21.293873854223047,14.672774797979807,4.445870953323048
post_covid_2023_plus,疫情后,同城同月同小时气候态异常,13,0.15232097368757505,0.2861725447428435,-0.763126268323093,0.47746107170457897,32.44650789532906,23.205607090498177,-5.120258545284589
